,sold,date,region
736,"$2,185.00",2021-04-15,north
737,"$2,275.00",2021-04-15,south
738,"$2,050.00",2021-04-15,east
739,"$2,320.00",2021-04-15,west
740,"$2,335.00",2021-04-16,north
741,"$2,415.00",2021-04-16,south
742,"$2,115.00",2021-04-16,east
743,"$2,380.00",2021-04-16,west
744,"$2,375.00",2021-04-17,north
745,"$2,250.00",2021-04-17,south
746,"$2,415.00",2021-04-17,east
747,"$2,395.00",2021-04-17,west
748,"$2,005.00",2021-04-18,north
749,"$2,215.00",2021-04-18,south
750,"$2,405.00",2021-04-18,east
751,"$2,265.00",2021-04-18,west
752,"$2,160.00",2021-04-19,north
753,"$2,115.00",2021-04-19,south
754,"$2,175.00",2021-04-19,east
755,"$2,420.00",2021-04-19,west
756,"$2,290.00",2021-04-20,north
757,"$2,115.00",2021-04-20,south
758,"$2,110.00",2021-04-20,east
759,"$2,395.00",2021-04-20,west
760,"$2,400.00",2021-04-21,north
761,"$2,195.00",2021-04-21,south
762,"$2,095.00",2021-04-21,east
763,"$2,330.00",2021-04-21,west
764,"$2,235.00",2021-04-22,north
765,"$2,195.00",2021-04-22,south
766,"$2,480.00",2021-04-22,east
767,"$2,270.00",2021-04-22,west
768,"$2,280.00",2021-04-23,north
769,"$2,065.00",2021-04-23,south
770,"$2,065.00",2021-04-23,east
771,"$2,260.00",2021-04-23,west
772,"$2,440.00",2021-04-24,north
773,"$2,130.00",2021-04-24,south
774,"$2,345.00",2021-04-24,east
775,"$2,020.00",2021-04-24,west
776,"$2,275.00",2021-04-25,north
777,"$2,375.00",2021-04-25,south
778,"$2,340.00",2021-04-25,east
779,"$2,300.00",2021-04-25,west
780,"$2,260.00",2021-04-26,north
781,"$2,295.00",2021-04-26,south
782,"$2,295.00",2021-04-26,east
783,"$2,115.00",2021-04-26,west
784,"$2,095.00",2021-04-27,north
785,"$2,010.00",2021-04-27,south
786,"$2,245.00",2021-04-27,east
787,"$2,245.00",2021-04-27,west
788,"$2,385.00",2021-04-28,north
789,"$2,230.00",2021-04-28,south
790,"$2,285.00",2021-04-28,east
791,"$2,115.00",2021-04-28,west
792,"$2,150.00",2021-04-29,north
793,"$2,065.00",2021-04-29,south
794,"$2,110.00",2021-04-29,east
795,"$2,175.00",2021-04-29,west
796,"$2,320.00",2021-04-30,north
797,"$2,435.00",2021-04-30,south
798,"$2,050.00",2021-04-30,east
799,"$2,165.00",2021-04-30,west
800,"$2,460.00",2021-05-01,north
801,"$2,165.00",2021-05-01,south
802,"$2,110.00",2021-05-01,east
803,"$2,320.00",2021-05-01,west
804,"$2,305.00",2021-05-02,north
805,"$2,145.00",2021-05-02,south
806,"$2,460.00",2021-05-02,east
807,"$2,260.00",2021-05-02,west
808,"$2,355.00",2021-05-03,north
809,"$2,070.00",2021-05-03,south
810,"$2,455.00",2021-05-03,east
811,"$2,090.00",2021-05-03,west
812,"$2,270.00",2021-05-04,north
813,"$2,425.00",2021-05-04,south
814,"$2,415.00",2021-05-04,east
815,"$2,065.00",2021-05-04,west
816,"$2,315.00",2021-05-05,north
817,"$2,120.00",2021-05-05,south
818,"$2,330.00",2021-05-05,east
819,"$2,295.00",2021-05-05,west
820,"$2,120.00",2021-05-06,north
821,"$2,050.00",2021-05-06,south
822,"$2,140.00",2021-05-06,east
823,"$2,230.00",2021-05-06,west
824,"$2,090.00",2021-05-07,north
825,"$2,335.00",2021-05-07,south
826,"$2,125.00",2021-05-07,east
827,"$2,380.00",2021-05-07,west
828,"$2,090.00",2021-05-08,north
829,"$2,490.00",2021-05-08,south
830,"$2,200.00",2021-05-08,east
831,"$2,045.00",2021-05-08,west
832,"$2,140.00",2021-05-09,north
833,"$2,115.00",2021-05-09,south
834,"$2,045.00",2021-05-09,east
835,"$2,385.00",2021-05-09,west
836,"$2,250.00",2021-05-10,north
837,"$2,325.00",2021-05-10,south
838,"$2,325.00",2021-05-10,east
839,"$2,400.00",2021-05-10,west
840,"$2,120.00",2021-05-11,north
841,"$2,165.00",2021-05-11,south
842,"$2,175.00",2021-05-11,east
843,"$2,190.00",2021-05-11,west
844,"$2,155.00",2021-05-12,north
845,"$2,325.00",2021-05-12,south
846,"$2,025.00",2021-05-12,east
847,"$2,455.00",2021-05-12,west
848,"$2,330.00",2021-05-13,north
849,"$2,210.00",2021-05-13,south
850,"$2,010.00",2021-05-13,east
851,"$2,320.00",2021-05-13,west
852,"$2,135.00",2021-05-14,north
853,"$2,500.00",2021-05-14,south
854,"$2,140.00",2021-05-14,east
855,"$2,190.00",2021-05-14,west
856,"$2,240.00",2021-05-15,north
857,"$2,180.00",2021-05-15,south
858,"$2,020.00",2021-05-15,east
859,"$2,390.00",2021-05-15,west
860,"$2,375.00",2021-05-16,north
861,"$2,050.00",2021-05-16,south
862,"$2,080.00",2021-05-16,east
863,"$2,055.00",2021-05-16,west
864,"$2,020.00",2021-05-17,north
865,"$2,470.00",2021-05-17,south
866,"$2,220.00",2021-05-17,east
867,"$2,255.00",2021-05-17,west
868,"$2,185.00",2021-05-18,north
869,"$2,455.00",2021-05-18,south
870,"$2,270.00",2021-05-18,east
871,"$2,415.00",2021-05-18,west
872,"$2,400.00",2021-05-19,north
873,"$2,300.00",2021-05-19,south
874,"$2,175.00",2021-05-19,east
875,"$2,020.00",2021-05-19,west
876,"$2,195.00",2021-05-20,north
877,"$2,050.00",2021-05-20,south
878,"$2,055.00",2021-05-20,east
879,"$2,300.00",2021-05-20,west
880,"$2,480.00",2021-05-21,north
881,"$2,240.00",2021-05-21,south
882,"$2,025.00",2021-05-21,east
883,"$2,480.00",2021-05-21,west
884,"$2,430.00",2021-05-22,north
885,"$2,100.00",2021-05-22,south
886,"$2,420.00",2021-05-22,east
887,"$2,410.00",2021-05-22,west
888,"$2,155.00",2021-05-23,north
889,"$2,345.00",2021-05-23,south
890,"$2,045.00",2021-05-23,east
891,"$2,240.00",2021-05-23,west
892,"$2,390.00",2021-05-24,north
893,"$2,210.00",2021-05-24,south
894,"$2,105.00",2021-05-24,east
895,"$2,075.00",2021-05-24,west
896,"$2,020.00",2021-05-25,north
897,"$2,105.00",2021-05-25,south
898,"$2,295.00",2021-05-25,east
899,"$2,005.00",2021-05-25,west
900,"$2,475.00",2021-05-26,north
901,"$2,210.00",2021-05-26,south
902,"$2,040.00",2021-05-26,east
903,"$2,085.00",2021-05-26,west
904,"$2,080.00",2021-05-27,north
905,"$2,260.00",2021-05-27,south
906,"$2,345.00",2021-05-27,east
907,"$2,160.00",2021-05-27,west
908,"$2,205.00",2021-05-28,north
909,"$2,055.00",2021-05-28,south
910,"$2,280.00",2021-05-28,east
911,"$2,205.00",2021-05-28,west
912,"$2,150.00",2021-05-29,north
913,"$2,450.00",2021-05-29,south
914,"$2,005.00",2021-05-29,east
915,"$2,115.00",2021-05-29,west
916,"$2,380.00",2021-05-30,north
917,"$2,225.00",2021-05-30,south
918,"$2,485.00",2021-05-30,east
919,"$2,310.00",2021-05-30,west
920,"$2,395.00",2021-05-31,north
921,"$2,095.00",2021-05-31,south
922,"$2,220.00",2021-05-31,east
923,"$2,130.00",2021-05-31,west
924,"$2,140.00",2021-06-01,north
925,"$2,450.00",2021-06-01,south
926,"$2,055.00",2021-06-01,east
927,"$2,215.00",2021-06-01,west
928,"$2,015.00",2021-06-02,north
929,"$2,350.00",2021-06-02,south
930,"$2,005.00",2021-06-02,east
931,"$2,015.00",2021-06-02,west
932,"$2,375.00",2021-06-03,north
933,"$2,025.00",2021-06-03,south
934,"$2,375.00",2021-06-03,east
935,"$2,300.00",2021-06-03,west
936,"$2,405.00",2021-06-04,north
937,"$2,135.00",2021-06-04,south
938,"$2,315.00",2021-06-04,east
939,"$2,300.00",2021-06-04,west
940,"$2,425.00",2021-06-05,north
941,"$2,400.00",2021-06-05,south
942,"$2,245.00",2021-06-05,east
943,"$2,085.00",2021-06-05,west
944,"$2,020.00",2021-06-06,north
945,"$2,190.00",2021-06-06,south
946,"$2,450.00",2021-06-06,east
947,"$2,245.00",2021-06-06,west
948,"$2,390.00",2021-06-07,north
949,"$2,020.00",2021-06-07,south
950,"$2,360.00",2021-06-07,east
951,"$2,070.00",2021-06-07,west
952,"$2,290.00",2021-06-08,north
953,"$2,035.00",2021-06-08,south
954,"$2,450.00",2021-06-08,east
955,"$2,120.00",2021-06-08,west
956,"$2,480.00",2021-06-09,north
957,"$2,500.00",2021-06-09,south
958,"$2,365.00",2021-06-09,east
959,"$2,330.00",2021-06-09,west
960,"$2,280.00",2021-06-10,north
961,"$2,015.00",2021-06-10,south
962,"$2,500.00",2021-06-10,east
963,"$2,405.00",2021-06-10,west
964,"$2,385.00",2021-06-11,north
965,"$2,090.00",2021-06-11,south
966,"$2,300.00",2021-06-11,east
967,"$2,350.00",2021-06-11,west
968,"$2,095.00",2021-06-12,north
969,"$2,375.00",2021-06-12,south
970,"$2,270.00",2021-06-12,east
971,"$2,365.00",2021-06-12,west
972,"$2,205.00",2021-06-13,north
973,"$2,260.00",2021-06-13,south
974,"$2,135.00",2021-06-13,east
975,"$2,280.00",2021-06-13,west
976,"$2,485.00",2021-06-14,north
977,"$2,025.00",2021-06-14,south
978,"$2,460.00",2021-06-14,east
979,"$2,285.00",2021-06-14,west
980,"$2,090.00",2021-06-15,north
981,"$2,075.00",2021-06-15,south
982,"$2,125.00",2021-06-15,east
983,"$2,085.00",2021-06-15,west
984,"$2,410.00",2021-06-16,north
985,"$2,265.00",2021-06-16,south
986,"$2,145.00",2021-06-16,east
987,"$2,320.00",2021-06-16,west
988,"$2,260.00",2021-06-17,north
989,"$2,460.00",2021-06-17,south
990,"$2,060.00",2021-06-17,east
991,"$2,120.00",2021-06-17,west
992,"$2,325.00",2021-06-18,north
993,"$2,275.00",2021-06-18,south
994,"$2,285.00",2021-06-18,east
995,"$2,150.00",2021-06-18,west
996,"$2,160.00",2021-06-19,north
997,"$2,020.00",2021-06-19,south
998,"$2,430.00",2021-06-19,east
999,"$2,025.00",2021-06-19,west
1000,"$2,280.00",2021-06-20,north
1001,"$2,425.00",2021-06-20,south
1002,"$2,230.00",2021-06-20,east
1003,"$2,160.00",2021-06-20,west
1004,"$2,360.00",2021-06-21,north
1005,"$2,305.00",2021-06-21,south
1006,"$2,105.00",2021-06-21,east
1007,"$2,290.00",2021-06-21,west
1008,"$2,280.00",2021-06-22,north
1009,"$2,010.00",2021-06-22,south
1010,"$2,095.00",2021-06-22,east
1011,"$2,270.00",2021-06-22,west
1012,"$2,080.00",2021-06-23,north
1013,"$2,345.00",2021-06-23,south
1014,"$2,240.00",2021-06-23,east
1015,"$2,425.00",2021-06-23,west
1016,"$2,390.00",2021-06-24,north
1017,"$2,155.00",2021-06-24,south
1018,"$2,060.00",2021-06-24,east
1019,"$2,055.00",2021-06-24,west
1020,"$2,140.00",2021-06-25,north
1021,"$2,340.00",2021-06-25,south
1022,"$2,030.00",2021-06-25,east
1023,"$2,310.00",2021-06-25,west
1024,"$2,065.00",2021-06-26,north
1025,"$2,330.00",2021-06-26,south
1026,"$2,145.00",2021-06-26,east
1027,"$2,050.00",2021-06-26,west
1028,"$2,095.00",2021-06-27,north
1029,"$2,460.00",2021-06-27,south
1030,"$2,195.00",2021-06-27,east
1031,"$2,020.00",2021-06-27,west
1032,"$2,185.00",2021-06-28,north
1033,"$2,190.00",2021-06-28,south
1034,"$2,050.00",2021-06-28,east
1035,"$2,045.00",2021-06-28,west
1036,"$2,155.00",2021-06-29,north
1037,"$2,135.00",2021-06-29,south
1038,"$2,280.00",2021-06-29,east
1039,"$2,485.00",2021-06-29,west
1040,"$2,040.00",2021-06-30,north
1041,"$2,130.00",2021-06-30,south
1042,"$2,490.00",2021-06-30,east
1043,"$2,160.00",2021-06-30,west
1044,"$2,065.00",2021-07-01,north
1045,"$2,355.00",2021-07-01,south
1046,"$2,205.00",2021-07-01,east
1047,"$2,265.00",2021-07-01,west
1048,"$2,005.00",2021-07-02,north
1049,"$2,450.00",2021-07-02,south
1050,"$2,500.00",2021-07-02,east
1051,"$2,445.00",2021-07-02,west
1052,"$2,460.00",2021-07-03,north
1053,"$2,060.00",2021-07-03,south
1054,"$2,090.00",2021-07-03,east
1055,"$2,415.00",2021-07-03,west
1056,"$2,395.00",2021-07-04,north
1057,"$2,370.00",2021-07-04,south
1058,"$2,110.00",2021-07-04,east
1059,"$2,395.00",2021-07-04,west
1060,"$2,205.00",2021-07-05,north
1061,"$2,245.00",2021-07-05,south
1062,"$2,330.00",2021-07-05,east
1063,"$2,010.00",2021-07-05,west
1064,"$2,430.00",2021-07-06,north
1065,"$2,125.00",2021-07-06,south
1066,"$2,235.00",2021-07-06,east
1067,"$2,175.00",2021-07-06,west
1068,"$2,460.00",2021-07-07,north
1069,"$2,500.00",2021-07-07,south
1070,"$2,315.00",2021-07-07,east
1071,"$2,120.00",2021-07-07,west
1072,"$2,040.00",2021-07-08,north
1073,"$2,425.00",2021-07-08,south
1074,"$2,375.00",2021-07-08,east
1075,"$2,080.00",2021-07-08,west
1076,"$2,105.00",2021-07-09,north
1077,"$2,240.00",2021-07-09,south
1078,"$2,015.00",2021-07-09,east
1079,"$2,170.00",2021-07-09,west
1080,"$2,195.00",2021-07-10,north
1081,"$2,440.00",2021-07-10,south
1082,"$2,040.00",2021-07-10,east
1083,"$2,260.00",2021-07-10,west
1084,"$2,170.00",2021-07-11,north
1085,"$2,200.00",2021-07-11,south
1086,"$2,260.00",2021-07-11,east
1087,"$2,395.00",2021-07-11,west
1088,"$2,010.00",2021-07-12,north
1089,"$2,005.00",2021-07-12,south
1090,"$2,250.00",2021-07-12,east
1091,"$2,010.00",2021-07-12,west
1092,"$2,145.00",2021-07-13,north
1093,"$2,105.00",2021-07-13,south
1094,"$2,265.00",2021-07-13,east
1095,"$2,020.00",2021-07-13,west
1096,"$2,295.00",2021-07-14,north
1097,"$2,330.00",2021-07-14,south
1098,"$2,280.00",2021-07-14,east
1099,"$2,045.00",2021-07-14,west
1100,"$2,375.00",2021-07-15,north
1101,"$2,370.00",2021-07-15,south
1102,"$2,255.00",2021-07-15,east
1103,"$2,305.00",2021-07-15,west
1104,"$2,440.00",2021-07-16,north
1105,"$2,020.00",2021-07-16,south
1106,"$2,035.00",2021-07-16,east
1107,"$2,155.00",2021-07-16,west
1108,"$2,145.00",2021-07-17,north
1109,"$2,080.00",2021-07-17,south
1110,"$2,345.00",2021-07-17,east
1111,"$2,230.00",2021-07-17,west
1112,"$2,375.00",2021-07-18,north
1113,"$2,165.00",2021-07-18,south
1114,"$2,175.00",2021-07-18,east
1115,"$2,385.00",2021-07-18,west
1116,"$2,295.00",2021-07-19,north
1117,"$2,170.00",2021-07-19,south
1118,"$2,040.00",2021-07-19,east
1119,"$2,205.00",2021-07-19,west
1120,"$2,435.00",2021-07-20,north
1121,"$2,380.00",2021-07-20,south
1122,"$2,445.00",2021-07-20,east
1123,"$2,390.00",2021-07-20,west
1124,"$2,115.00",2021-07-21,north
1125,"$2,275.00",2021-07-21,south
1126,"$2,200.00",2021-07-21,east
1127,"$2,305.00",2021-07-21,west
1128,"$2,280.00",2021-07-22,north
1129,"$2,140.00",2021-07-22,south
1130,"$2,205.00",2021-07-22,east
1131,"$2,450.00",2021-07-22,west
1132,"$2,060.00",2021-07-23,north
1133,"$2,200.00",2021-07-23,south
1134,"$2,390.00",2021-07-23,east
1135,"$2,075.00",2021-07-23,west
1136,"$2,015.00",2021-07-24,north
1137,"$2,235.00",2021-07-24,south
1138,"$2,360.00",2021-07-24,east
1139,"$2,125.00",2021-07-24,west
1140,"$2,235.00",2021-07-25,north
1141,"$2,450.00",2021-07-25,south
1142,"$2,155.00",2021-07-25,east
1143,"$2,280.00",2021-07-25,west
1144,"$2,285.00",2021-07-26,north
1145,"$2,395.00",2021-07-26,south
1146,"$2,360.00",2021-07-26,east
1147,"$2,290.00",2021-07-26,west
1148,"$2,440.00",2021-07-27,north
1149,"$2,315.00",2021-07-27,south
1150,"$2,080.00",2021-07-27,east
1151,"$2,450.00",2021-07-27,west
1152,"$2,165.00",2021-07-28,north
1153,"$2,385.00",2021-07-28,south
1154,"$2,010.00",2021-07-28,east
1155,"$2,425.00",2021-07-28,west
1156,"$2,125.00",2021-07-29,north
1157,"$2,125.00",2021-07-29,south
1158,"$2,235.00",2021-07-29,east
1159,"$2,360.00",2021-07-29,west
1160,"$2,005.00",2021-07-30,north
1161,"$2,200.00",2021-07-30,south
1162,"$2,155.00",2021-07-30,east
1163,"$2,245.00",2021-07-30,west
1164,"$2,220.00",2021-07-31,north
1165,"$2,225.00",2021-07-31,south
1166,"$2,150.00",2021-07-31,east
1167,"$2,145.00",2021-07-31,west
1168,"$2,070.00",2021-08-01,north
1169,"$2,265.00",2021-08-01,south
1170,"$2,055.00",2021-08-01,east
1171,"$2,165.00",2021-08-01,west
1172,"$2,280.00",2021-08-02,north
1173,"$2,275.00",2021-08-02,south
1174,"$2,200.00",2021-08-02,east
1175,"$2,490.00",2021-08-02,west
1176,"$2,350.00",2021-08-03,north
1177,"$2,075.00",2021-08-03,south
1178,"$2,250.00",2021-08-03,east
1179,"$2,315.00",2021-08-03,west
1180,"$2,480.00",2021-08-04,north
1181,"$2,070.00",2021-08-04,south
1182,"$2,450.00",2021-08-04,east
1183,"$2,010.00",2021-08-04,west
1184,"$2,420.00",2021-08-05,north
1185,"$2,215.00",2021-08-05,south
1186,"$2,130.00",2021-08-05,east
1187,"$2,065.00",2021-08-05,west
1188,"$2,060.00",2021-08-06,north
1189,"$2,050.00",2021-08-06,south
1190,"$2,470.00",2021-08-06,east
1191,"$2,295.00",2021-08-06,west
1192,"$2,230.00",2021-08-07,north
1193,"$2,030.00",2021-08-07,south
1194,"$2,310.00",2021-08-07,east
1195,"$2,415.00",2021-08-07,west
1196,"$2,480.00",2021-08-08,north
1197,"$2,230.00",2021-08-08,south
1198,"$2,360.00",2021-08-08,east
1199,"$2,400.00",2021-08-08,west
1200,"$2,165.00",2021-08-09,north
1201,"$2,385.00",2021-08-09,south
1202,"$2,240.00",2021-08-09,east
1203,"$2,060.00",2021-08-09,west
1204,"$2,295.00",2021-08-10,north
1205,"$2,180.00",2021-08-10,south
1206,"$2,075.00",2021-08-10,east
1207,"$2,375.00",2021-08-10,west
1208,"$2,250.00",2021-08-11,north
1209,"$2,250.00",2021-08-11,south
1210,"$2,345.00",2021-08-11,east
1211,"$2,080.00",2021-08-11,west
1212,"$2,495.00",2021-08-12,north
1213,"$2,100.00",2021-08-12,south
1214,"$2,430.00",2021-08-12,east
1215,"$2,070.00",2021-08-12,west
1216,"$2,285.00",2021-08-13,north
1217,"$2,235.00",2021-08-13,south
1218,"$2,480.00",2021-08-13,east
1219,"$2,425.00",2021-08-13,west
1220,"$2,095.00",2021-08-14,north
1221,"$2,135.00",2021-08-14,south
1222,"$2,330.00",2021-08-14,east
1223,"$2,020.00",2021-08-14,west
1224,"$2,060.00",2021-08-15,north
1225,"$2,140.00",2021-08-15,south
1226,"$2,470.00",2021-08-15,east
1227,"$2,485.00",2021-08-15,west
1228,"$2,040.00",2021-08-16,north
1229,"$2,155.00",2021-08-16,south
1230,"$2,120.00",2021-08-16,east
1231,"$2,135.00",2021-08-16,west
1232,"$2,395.00",2021-08-17,north
1233,"$2,475.00",2021-08-17,south
1234,"$2,360.00",2021-08-17,east
1235,"$2,175.00",2021-08-17,west
1236,"$2,490.00",2021-08-18,north
1237,"$2,075.00",2021-08-18,south
1238,"$2,325.00",2021-08-18,east
1239,"$2,445.00",2021-08-18,west
1240,"$2,080.00",2021-08-19,north
1241,"$2,370.00",2021-08-19,south
1242,"$2,225.00",2021-08-19,east
1243,"$2,495.00",2021-08-19,west
1244,"$2,160.00",2021-08-20,north
1245,"$2,195.00",2021-08-20,south
1246,"$2,315.00",2021-08-20,east
1247,"$2,170.00",2021-08-20,west
1248,"$2,230.00",2021-08-21,north
1249,"$2,095.00",2021-08-21,south
1250,"$2,050.00",2021-08-21,east
1251,"$2,490.00",2021-08-21,west
1252,"$2,095.00",2021-08-22,north
1253,"$2,180.00",2021-08-22,south
1254,"$2,075.00",2021-08-22,east
1255,"$2,475.00",2021-08-22,west
1256,"$2,020.00",2021-08-23,north
1257,"$2,000.00",2021-08-23,south
1258,"$2,210.00",2021-08-23,east
1259,"$2,155.00",2021-08-23,west
1260,"$2,215.00",2021-08-24,north
1261,"$2,475.00",2021-08-24,south
1262,"$2,265.00",2021-08-24,east
1263,"$2,030.00",2021-08-24,west
1264,"$2,020.00",2021-08-25,north
1265,"$2,240.00",2021-08-25,south
1266,"$2,000.00",2021-08-25,east
1267,"$2,150.00",2021-08-25,west
1268,"$2,370.00",2021-08-26,north
1269,"$2,180.00",2021-08-26,south
1270,"$2,470.00",2021-08-26,east
1271,"$2,150.00",2021-08-26,west
1272,"$2,170.00",2021-08-27,north
1273,"$2,260.00",2021-08-27,south
1274,"$2,140.00",2021-08-27,east
1275,"$2,045.00",2021-08-27,west
1276,"$2,490.00",2021-08-28,north
1277,"$2,320.00",2021-08-28,south
1278,"$2,230.00",2021-08-28,east
1279,"$2,440.00",2021-08-28,west
1280,"$2,185.00",2021-08-29,north
1281,"$2,350.00",2021-08-29,south
1282,"$2,445.00",2021-08-29,east
1283,"$2,365.00",2021-08-29,west
1284,"$2,065.00",2021-08-30,north
1285,"$2,015.00",2021-08-30,south
1286,"$2,160.00",2021-08-30,east
1287,"$2,300.00",2021-08-30,west
1288,"$2,045.00",2021-08-31,north
1289,"$2,440.00",2021-08-31,south
1290,"$2,165.00",2021-08-31,east
1291,"$2,180.00",2021-08-31,west
1292,"$2,330.00",2021-09-01,north
1293,"$2,240.00",2021-09-01,south
1294,"$2,120.00",2021-09-01,east
1295,"$2,495.00",2021-09-01,west
1296,"$2,080.00",2021-09-02,north
1297,"$2,415.00",2021-09-02,south
1298,"$2,085.00",2021-09-02,east
1299,"$2,400.00",2021-09-02,west
1300,"$2,255.00",2021-09-03,north
1301,"$2,245.00",2021-09-03,south
1302,"$2,020.00",2021-09-03,east
1303,"$2,270.00",2021-09-03,west
1304,"$2,395.00",2021-09-04,north
1305,"$2,165.00",2021-09-04,south
1306,"$2,020.00",2021-09-04,east
1307,"$2,135.00",2021-09-04,west
1308,"$2,330.00",2021-09-05,north
1309,"$2,290.00",2021-09-05,south
1310,"$2,045.00",2021-09-05,east
1311,"$2,255.00",2021-09-05,west
1312,"$2,345.00",2021-09-06,north
1313,"$2,185.00",2021-09-06,south
1314,"$2,335.00",2021-09-06,east
1315,"$2,300.00",2021-09-06,west
1316,"$2,040.00",2021-09-07,north
1317,"$2,055.00",2021-09-07,south
1318,"$2,270.00",2021-09-07,east
1319,"$2,335.00",2021-09-07,west
1320,"$2,425.00",2021-09-08,north
1321,"$2,445.00",2021-09-08,south
1322,"$2,480.00",2021-09-08,east
1323,"$2,480.00",2021-09-08,west
1324,"$2,000.00",2021-09-09,north
1325,"$2,075.00",2021-09-09,south
1326,"$2,345.00",2021-09-09,east
1327,"$2,245.00",2021-09-09,west
1328,"$2,070.00",2021-09-10,north
1329,"$2,365.00",2021-09-10,south
1330,"$2,015.00",2021-09-10,east
1331,"$2,375.00",2021-09-10,west
1332,"$2,270.00",2021-09-11,north
1333,"$2,015.00",2021-09-11,south
1334,"$2,000.00",2021-09-11,east
1335,"$2,295.00",2021-09-11,west
1336,"$2,435.00",2021-09-12,north
1337,"$2,485.00",2021-09-12,south
1338,"$2,450.00",2021-09-12,east
1339,"$2,205.00",2021-09-12,west
1340,"$2,415.00",2021-09-13,north
1341,"$2,440.00",2021-09-13,south
1342,"$2,490.00",2021-09-13,east
1343,"$2,415.00",2021-09-13,west
1344,"$2,260.00",2021-09-14,north
1345,"$2,385.00",2021-09-14,south
1346,"$2,280.00",2021-09-14,east
1347,"$2,210.00",2021-09-14,west
1348,"$2,070.00",2021-09-15,north
1349,"$2,105.00",2021-09-15,south
1350,"$2,425.00",2021-09-15,east
1351,"$2,265.00",2021-09-15,west
1352,"$2,190.00",2021-09-16,north
1353,"$2,110.00",2021-09-16,south
1354,"$2,115.00",2021-09-16,east
1355,"$2,455.00",2021-09-16,west
1356,"$2,270.00",2021-09-17,north
1357,"$2,350.00",2021-09-17,south
1358,"$2,365.00",2021-09-17,east
1359,"$2,270.00",2021-09-17,west
1360,"$2,200.00",2021-09-18,north
1361,"$2,500.00",2021-09-18,south
1362,"$2,425.00",2021-09-18,east
1363,"$2,290.00",2021-09-18,west
1364,"$2,460.00",2021-09-19,north
1365,"$2,185.00",2021-09-19,south
1366,"$2,390.00",2021-09-19,east
1367,"$2,175.00",2021-09-19,west
1368,"$2,480.00",2021-09-20,north
1369,"$2,385.00",2021-09-20,south
1370,"$2,150.00",2021-09-20,east
1371,"$2,225.00",2021-09-20,west
1372,"$2,395.00",2021-09-21,north
1373,"$2,395.00",2021-09-21,south
1374,"$2,445.00",2021-09-21,east
1375,"$2,295.00",2021-09-21,west
1376,"$2,285.00",2021-09-22,north
1377,"$2,095.00",2021-09-22,south
1378,"$2,310.00",2021-09-22,east
1379,"$2,120.00",2021-09-22,west
1380,"$2,075.00",2021-09-23,north
1381,"$2,390.00",2021-09-23,south
1382,"$2,485.00",2021-09-23,east
1383,"$2,475.00",2021-09-23,west
1384,"$2,225.00",2021-09-24,north
1385,"$2,325.00",2021-09-24,south
1386,"$2,195.00",2021-09-24,east
1387,"$2,410.00",2021-09-24,west
1388,"$2,285.00",2021-09-25,north
1389,"$2,000.00",2021-09-25,south
1390,"$2,345.00",2021-09-25,east
1391,"$2,400.00",2021-09-25,west
1392,"$2,260.00",2021-09-26,north
1393,"$2,300.00",2021-09-26,south
1394,"$2,150.00",2021-09-26,east
1395,"$2,200.00",2021-09-26,west
1396,"$2,140.00",2021-09-27,north
1397,"$2,365.00",2021-09-27,south
1398,"$2,090.00",2021-09-27,east
1399,"$2,115.00",2021-09-27,west
1400,"$2,070.00",2021-09-28,north
1401,"$2,085.00",2021-09-28,south
1402,"$2,435.00",2021-09-28,east
1403,"$2,115.00",2021-09-28,west
1404,"$2,340.00",2021-09-29,north
1405,"$2,225.00",2021-09-29,south
1406,"$2,140.00",2021-09-29,east
1407,"$2,240.00",2021-09-29,west
1408,"$2,000.00",2021-09-30,north
1409,"$2,175.00",2021-09-30,south
1410,"$2,020.00",2021-09-30,east
1411,"$2,425.00",2021-09-30,west
1412,"$2,350.00",2021-10-01,north
1413,"$2,215.00",2021-10-01,south
1414,"$2,345.00",2021-10-01,east
1415,"$2,360.00",2021-10-01,west
1416,"$2,370.00",2021-10-02,north
1417,"$2,180.00",2021-10-02,south
1418,"$2,000.00",2021-10-02,east
1419,"$2,235.00",2021-10-02,west
1420,"$2,055.00",2021-10-03,north
1421,"$2,265.00",2021-10-03,south
1422,"$2,165.00",2021-10-03,east
1423,"$2,165.00",2021-10-03,west
1424,"$2,135.00",2021-10-04,north
1425,"$2,395.00",2021-10-04,south
1426,"$2,240.00",2021-10-04,east
1427,"$2,295.00",2021-10-04,west
1428,"$2,425.00",2021-10-05,north
1429,"$2,255.00",2021-10-05,south
1430,"$2,145.00",2021-10-05,east
1431,"$2,000.00",2021-10-05,west
1432,"$2,090.00",2021-10-06,north
1433,"$2,390.00",2021-10-06,south
1434,"$2,120.00",2021-10-06,east
1435,"$2,405.00",2021-10-06,west
1436,"$2,370.00",2021-10-07,north
1437,"$2,080.00",2021-10-07,south
1438,"$2,160.00",2021-10-07,east
1439,"$2,270.00",2021-10-07,west
1440,"$2,455.00",2021-10-08,north
1441,"$2,360.00",2021-10-08,south
1442,"$2,085.00",2021-10-08,east
1443,"$2,045.00",2021-10-08,west
1444,"$2,260.00",2021-10-09,north
1445,"$2,300.00",2021-10-09,south
1446,"$2,065.00",2021-10-09,east
1447,"$2,025.00",2021-10-09,west
