,sold,date,region
1524,"$1,770.00",2019-02-22,north
1525,"$1,794.00",2019-02-22,south
1526,"$1,725.00",2019-02-22,east
1527,"$1,713.00",2019-02-22,west
1528,"$1,599.00",2019-02-23,north
1529,"$1,743.00",2019-02-23,south
1530,"$1,518.00",2019-02-23,east
1531,"$1,614.00",2019-02-23,west
1532,"$1,692.00",2019-02-24,north
1533,"$1,755.00",2019-02-24,south
1534,"$1,653.00",2019-02-24,east
1535,"$1,524.00",2019-02-24,west
1536,"$1,635.00",2019-02-25,north
1537,"$1,734.00",2019-02-25,south
1538,"$1,713.00",2019-02-25,east
1539,"$1,578.00",2019-02-25,west
1540,"$1,566.00",2019-02-26,north
1541,"$1,653.00",2019-02-26,south
1542,"$1,506.00",2019-02-26,east
1543,"$1,656.00",2019-02-26,west
1544,"$1,593.00",2019-02-27,north
1545,"$1,545.00",2019-02-27,south
1546,"$1,734.00",2019-02-27,east
1547,"$1,635.00",2019-02-27,west
1548,"$1,710.00",2019-02-28,north
1549,"$1,569.00",2019-02-28,south
1550,"$1,731.00",2019-02-28,east
1551,"$1,599.00",2019-02-28,west
1552,"$1,593.00",2019-03-01,north
1553,"$1,707.00",2019-03-01,south
1554,"$1,638.00",2019-03-01,east
1555,"$1,539.00",2019-03-01,west
1556,"$1,782.00",2019-03-02,north
1557,"$1,794.00",2019-03-02,south
1558,"$1,608.00",2019-03-02,east
1559,"$1,689.00",2019-03-02,west
1560,"$1,698.00",2019-03-03,north
1561,"$1,518.00",2019-03-03,south
1562,"$1,593.00",2019-03-03,east
1563,"$1,611.00",2019-03-03,west
1564,"$1,587.00",2019-03-04,north
1565,"$1,686.00",2019-03-04,south
1566,"$1,518.00",2019-03-04,east
1567,"$1,632.00",2019-03-04,west
1568,"$1,566.00",2019-03-05,north
1569,"$1,569.00",2019-03-05,south
1570,"$1,743.00",2019-03-05,east
1571,"$1,557.00",2019-03-05,west
1572,"$1,746.00",2019-03-06,north
1573,"$1,662.00",2019-03-06,south
1574,"$1,674.00",2019-03-06,east
1575,"$1,608.00",2019-03-06,west
1576,"$1,551.00",2019-03-07,north
1577,"$1,581.00",2019-03-07,south
1578,"$1,560.00",2019-03-07,east
1579,"$1,674.00",2019-03-07,west
1580,"$1,521.00",2019-03-08,north
1581,"$1,782.00",2019-03-08,south
1582,"$1,617.00",2019-03-08,east
1583,"$1,797.00",2019-03-08,west
1584,"$1,533.00",2019-03-09,north
1585,"$1,749.00",2019-03-09,south
1586,"$1,656.00",2019-03-09,east
1587,"$1,644.00",2019-03-09,west
1588,"$1,545.00",2019-03-10,north
1589,"$1,776.00",2019-03-10,south
1590,"$1,650.00",2019-03-10,east
1591,"$1,737.00",2019-03-10,west
1592,"$1,659.00",2019-03-11,north
1593,"$1,722.00",2019-03-11,south
1594,"$1,689.00",2019-03-11,east
1595,"$1,692.00",2019-03-11,west
1596,"$1,518.00",2019-03-12,north
1597,"$1,581.00",2019-03-12,south
1598,"$1,626.00",2019-03-12,east
1599,"$1,668.00",2019-03-12,west
1600,"$1,524.00",2019-03-13,north
1601,"$1,797.00",2019-03-13,south
1602,"$1,542.00",2019-03-13,east
1603,"$1,653.00",2019-03-13,west
1604,"$1,677.00",2019-03-14,north
1605,"$1,524.00",2019-03-14,south
1606,"$1,692.00",2019-03-14,east
1607,"$1,704.00",2019-03-14,west
1608,"$1,647.00",2019-03-15,north
1609,"$1,671.00",2019-03-15,south
1610,"$1,563.00",2019-03-15,east
1611,"$1,650.00",2019-03-15,west
1612,"$1,563.00",2019-03-16,north
1613,"$1,680.00",2019-03-16,south
1614,"$1,728.00",2019-03-16,east
1615,"$1,680.00",2019-03-16,west
1616,"$1,683.00",2019-03-17,north
1617,"$1,638.00",2019-03-17,south
1618,"$1,545.00",2019-03-17,east
1619,"$1,671.00",2019-03-17,west
1620,"$1,701.00",2019-03-18,north
1621,"$1,515.00",2019-03-18,south
1622,"$1,764.00",2019-03-18,east
1623,"$1,668.00",2019-03-18,west
1624,"$1,677.00",2019-03-19,north
1625,"$1,752.00",2019-03-19,south
1626,"$1,635.00",2019-03-19,east
1627,"$1,605.00",2019-03-19,west
1628,"$1,635.00",2019-03-20,north
1629,"$1,596.00",2019-03-20,south
1630,"$1,608.00",2019-03-20,east
1631,"$1,779.00",2019-03-20,west
1632,"$1,776.00",2019-03-21,north
1633,"$1,635.00",2019-03-21,south
1634,"$1,791.00",2019-03-21,east
1635,"$1,779.00",2019-03-21,west
1636,"$1,746.00",2019-03-22,north
1637,"$1,545.00",2019-03-22,south
1638,"$1,767.00",2019-03-22,east
1639,"$1,731.00",2019-03-22,west
1640,"$1,734.00",2019-03-23,north
1641,"$1,509.00",2019-03-23,south
1642,"$1,686.00",2019-03-23,east
1643,"$1,797.00",2019-03-23,west
1644,"$1,566.00",2019-03-24,north
1645,"$1,557.00",2019-03-24,south
1646,"$1,797.00",2019-03-24,east
1647,"$1,755.00",2019-03-24,west
1648,"$1,650.00",2019-03-25,north
1649,"$1,500.00",2019-03-25,south
1650,"$1,554.00",2019-03-25,east
1651,"$1,734.00",2019-03-25,west
1652,"$1,701.00",2019-03-26,north
1653,"$1,782.00",2019-03-26,south
1654,"$1,797.00",2019-03-26,east
1655,"$1,557.00",2019-03-26,west
1656,"$1,668.00",2019-03-27,north
1657,"$1,575.00",2019-03-27,south
1658,"$1,608.00",2019-03-27,east
1659,"$1,527.00",2019-03-27,west
1660,"$1,518.00",2019-03-28,north
1661,"$1,509.00",2019-03-28,south
1662,"$1,767.00",2019-03-28,east
1663,"$1,557.00",2019-03-28,west
1664,"$1,605.00",2019-03-29,north
1665,"$1,686.00",2019-03-29,south
1666,"$1,656.00",2019-03-29,east
1667,"$1,653.00",2019-03-29,west
1668,"$1,722.00",2019-03-30,north
1669,"$1,593.00",2019-03-30,south
1670,"$1,557.00",2019-03-30,east
1671,"$1,710.00",2019-03-30,west
1672,"$1,785.00",2019-03-31,north
1673,"$1,710.00",2019-03-31,south
1674,"$1,653.00",2019-03-31,east
1675,"$1,572.00",2019-03-31,west
1676,"$1,512.00",2019-04-01,north
1677,"$1,794.00",2019-04-01,south
1678,"$1,569.00",2019-04-01,east
1679,"$1,608.00",2019-04-01,west
1680,"$1,623.00",2019-04-02,north
1681,"$1,791.00",2019-04-02,south
1682,"$1,785.00",2019-04-02,east
1683,"$1,629.00",2019-04-02,west
1684,"$1,539.00",2019-04-03,north
1685,"$1,626.00",2019-04-03,south
1686,"$1,695.00",2019-04-03,east
1687,"$1,518.00",2019-04-03,west
1688,"$1,530.00",2019-04-04,north
1689,"$1,683.00",2019-04-04,south
1690,"$1,662.00",2019-04-04,east
1691,"$1,632.00",2019-04-04,west
1692,"$1,614.00",2019-04-05,north
1693,"$1,605.00",2019-04-05,south
1694,"$1,662.00",2019-04-05,east
1695,"$1,713.00",2019-04-05,west
1696,"$1,749.00",2019-04-06,north
1697,"$1,713.00",2019-04-06,south
1698,"$1,716.00",2019-04-06,east
1699,"$1,557.00",2019-04-06,west
1700,"$1,605.00",2019-04-07,north
1701,"$1,635.00",2019-04-07,south
1702,"$1,518.00",2019-04-07,east
1703,"$1,632.00",2019-04-07,west
1704,"$1,713.00",2019-04-08,north
1705,"$1,779.00",2019-04-08,south
1706,"$1,743.00",2019-04-08,east
1707,"$1,575.00",2019-04-08,west
1708,"$1,728.00",2019-04-09,north
1709,"$1,719.00",2019-04-09,south
1710,"$1,755.00",2019-04-09,east
1711,"$1,617.00",2019-04-09,west
1712,"$1,542.00",2019-04-10,north
1713,"$1,626.00",2019-04-10,south
1714,"$1,509.00",2019-04-10,east
1715,"$1,638.00",2019-04-10,west
1716,"$1,581.00",2019-04-11,north
1717,"$1,680.00",2019-04-11,south
1718,"$1,569.00",2019-04-11,east
1719,"$1,635.00",2019-04-11,west
1720,"$1,539.00",2019-04-12,north
1721,"$1,587.00",2019-04-12,south
1722,"$1,593.00",2019-04-12,east
1723,"$1,581.00",2019-04-12,west
1724,"$1,515.00",2019-04-13,north
1725,"$1,611.00",2019-04-13,south
1726,"$1,644.00",2019-04-13,east
1727,"$1,794.00",2019-04-13,west
1728,"$1,500.00",2019-04-14,north
1729,"$1,737.00",2019-04-14,south
1730,"$1,722.00",2019-04-14,east
1731,"$1,764.00",2019-04-14,west
1732,"$1,530.00",2019-04-15,north
1733,"$1,602.00",2019-04-15,south
1734,"$1,524.00",2019-04-15,east
1735,"$1,770.00",2019-04-15,west
1736,"$1,596.00",2019-04-16,north
1737,"$1,668.00",2019-04-16,south
1738,"$1,584.00",2019-04-16,east
1739,"$1,713.00",2019-04-16,west
1740,"$1,569.00",2019-04-17,north
1741,"$1,686.00",2019-04-17,south
1742,"$1,647.00",2019-04-17,east
1743,"$1,509.00",2019-04-17,west
1744,"$1,590.00",2019-04-18,north
1745,"$1,650.00",2019-04-18,south
1746,"$1,557.00",2019-04-18,east
1747,"$1,575.00",2019-04-18,west
1748,"$1,773.00",2019-04-19,north
1749,"$1,629.00",2019-04-19,south
1750,"$1,524.00",2019-04-19,east
1751,"$1,512.00",2019-04-19,west
1752,"$1,521.00",2019-04-20,north
1753,"$1,653.00",2019-04-20,south
1754,"$1,584.00",2019-04-20,east
1755,"$1,713.00",2019-04-20,west
1756,"$1,683.00",2019-04-21,north
1757,"$1,749.00",2019-04-21,south
1758,"$1,545.00",2019-04-21,east
1759,"$1,629.00",2019-04-21,west
1760,"$1,533.00",2019-04-22,north
1761,"$1,587.00",2019-04-22,south
1762,"$1,671.00",2019-04-22,east
1763,"$1,650.00",2019-04-22,west
1764,"$1,668.00",2019-04-23,north
1765,"$1,674.00",2019-04-23,south
1766,"$1,728.00",2019-04-23,east
1767,"$1,518.00",2019-04-23,west
1768,"$1,554.00",2019-04-24,north
1769,"$1,719.00",2019-04-24,south
1770,"$1,746.00",2019-04-24,east
1771,"$1,665.00",2019-04-24,west
1772,"$1,503.00",2019-04-25,north
1773,"$1,692.00",2019-04-25,south
1774,"$1,725.00",2019-04-25,east
1775,"$1,764.00",2019-04-25,west
1776,"$1,710.00",2019-04-26,north
1777,"$1,635.00",2019-04-26,south
1778,"$1,764.00",2019-04-26,east
1779,"$1,758.00",2019-04-26,west
1780,"$1,740.00",2019-04-27,north
1781,"$1,776.00",2019-04-27,south
1782,"$1,740.00",2019-04-27,east
1783,"$1,620.00",2019-04-27,west
1784,"$1,566.00",2019-04-28,north
1785,"$1,704.00",2019-04-28,south
1786,"$1,578.00",2019-04-28,east
1787,"$1,503.00",2019-04-28,west
1788,"$1,602.00",2019-04-29,north
1789,"$1,791.00",2019-04-29,south
1790,"$1,752.00",2019-04-29,east
1791,"$1,800.00",2019-04-29,west
1792,"$1,719.00",2019-04-30,north
1793,"$1,767.00",2019-04-30,south
1794,"$1,500.00",2019-04-30,east
1795,"$1,623.00",2019-04-30,west
1796,"$1,665.00",2019-05-01,north
1797,"$1,800.00",2019-05-01,south
1798,"$1,731.00",2019-05-01,east
1799,"$1,542.00",2019-05-01,west
1800,"$1,575.00",2019-05-02,north
1801,"$1,548.00",2019-05-02,south
1802,"$1,797.00",2019-05-02,east
1803,"$1,521.00",2019-05-02,west
1804,"$1,560.00",2019-05-03,north
1805,"$1,521.00",2019-05-03,south
1806,"$1,605.00",2019-05-03,east
1807,"$1,740.00",2019-05-03,west
1808,"$1,617.00",2019-05-04,north
1809,"$1,743.00",2019-05-04,south
1810,"$1,629.00",2019-05-04,east
1811,"$1,749.00",2019-05-04,west
1812,"$1,512.00",2019-05-05,north
1813,"$1,746.00",2019-05-05,south
1814,"$1,530.00",2019-05-05,east
1815,"$1,611.00",2019-05-05,west
1816,"$1,569.00",2019-05-06,north
1817,"$1,689.00",2019-05-06,south
1818,"$1,557.00",2019-05-06,east
1819,"$1,560.00",2019-05-06,west
1820,"$1,650.00",2019-05-07,north
1821,"$1,695.00",2019-05-07,south
1822,"$1,620.00",2019-05-07,east
1823,"$1,644.00",2019-05-07,west
1824,"$1,800.00",2019-05-08,north
1825,"$1,515.00",2019-05-08,south
1826,"$1,785.00",2019-05-08,east
1827,"$1,650.00",2019-05-08,west
1828,"$1,797.00",2019-05-09,north
1829,"$1,641.00",2019-05-09,south
1830,"$1,665.00",2019-05-09,east
1831,"$1,767.00",2019-05-09,west
1832,"$1,500.00",2019-05-10,north
1833,"$1,788.00",2019-05-10,south
1834,"$1,725.00",2019-05-10,east
1835,"$1,557.00",2019-05-10,west
1836,"$1,503.00",2019-05-11,north
1837,"$1,518.00",2019-05-11,south
1838,"$1,650.00",2019-05-11,east
1839,"$1,614.00",2019-05-11,west
1840,"$1,743.00",2019-05-12,north
1841,"$1,524.00",2019-05-12,south
1842,"$1,761.00",2019-05-12,east
1843,"$1,743.00",2019-05-12,west
1844,"$1,563.00",2019-05-13,north
1845,"$1,716.00",2019-05-13,south
1846,"$1,560.00",2019-05-13,east
1847,"$1,614.00",2019-05-13,west
1848,"$1,617.00",2019-05-14,north
1849,"$1,761.00",2019-05-14,south
1850,"$1,635.00",2019-05-14,east
1851,"$1,614.00",2019-05-14,west
1852,"$1,509.00",2019-05-15,north
1853,"$1,650.00",2019-05-15,south
1854,"$1,755.00",2019-05-15,east
1855,"$1,569.00",2019-05-15,west
1856,"$1,605.00",2019-05-16,north
1857,"$1,695.00",2019-05-16,south
1858,"$1,662.00",2019-05-16,east
1859,"$1,605.00",2019-05-16,west
1860,"$1,731.00",2019-05-17,north
1861,"$1,590.00",2019-05-17,south
1862,"$1,620.00",2019-05-17,east
1863,"$1,752.00",2019-05-17,west
1864,"$1,533.00",2019-05-18,north
1865,"$1,737.00",2019-05-18,south
1866,"$1,608.00",2019-05-18,east
1867,"$1,662.00",2019-05-18,west
1868,"$1,797.00",2019-05-19,north
1869,"$1,728.00",2019-05-19,south
1870,"$1,686.00",2019-05-19,east
1871,"$1,650.00",2019-05-19,west
1872,"$1,695.00",2019-05-20,north
1873,"$1,752.00",2019-05-20,south
1874,"$1,785.00",2019-05-20,east
1875,"$1,668.00",2019-05-20,west
1876,"$1,515.00",2019-05-21,north
1877,"$1,683.00",2019-05-21,south
1878,"$1,794.00",2019-05-21,east
1879,"$1,533.00",2019-05-21,west
1880,"$1,599.00",2019-05-22,north
1881,"$1,761.00",2019-05-22,south
1882,"$1,761.00",2019-05-22,east
1883,"$1,722.00",2019-05-22,west
1884,"$1,626.00",2019-05-23,north
1885,"$1,668.00",2019-05-23,south
1886,"$1,641.00",2019-05-23,east
1887,"$1,740.00",2019-05-23,west
1888,"$1,650.00",2019-05-24,north
1889,"$1,623.00",2019-05-24,south
1890,"$1,653.00",2019-05-24,east
1891,"$1,773.00",2019-05-24,west
1892,"$1,788.00",2019-05-25,north
1893,"$1,581.00",2019-05-25,south
1894,"$1,677.00",2019-05-25,east
1895,"$1,569.00",2019-05-25,west
1896,"$1,791.00",2019-05-26,north
1897,"$1,617.00",2019-05-26,south
1898,"$1,638.00",2019-05-26,east
1899,"$1,542.00",2019-05-26,west
1900,"$1,590.00",2019-05-27,north
1901,"$1,704.00",2019-05-27,south
1902,"$1,680.00",2019-05-27,east
1903,"$1,527.00",2019-05-27,west
1904,"$1,635.00",2019-05-28,north
1905,"$1,755.00",2019-05-28,south
1906,"$1,560.00",2019-05-28,east
1907,"$1,533.00",2019-05-28,west
1908,"$1,599.00",2019-05-29,north
1909,"$1,677.00",2019-05-29,south
1910,"$1,581.00",2019-05-29,east
1911,"$1,680.00",2019-05-29,west
1912,"$1,692.00",2019-05-30,north
1913,"$1,644.00",2019-05-30,south
1914,"$1,716.00",2019-05-30,east
1915,"$1,761.00",2019-05-30,west
1916,"$1,716.00",2019-05-31,north
1917,"$1,764.00",2019-05-31,south
1918,"$1,677.00",2019-05-31,east
1919,"$1,605.00",2019-05-31,west
1920,"$1,680.00",2019-06-01,north
1921,"$1,695.00",2019-06-01,south
1922,"$1,548.00",2019-06-01,east
1923,"$1,689.00",2019-06-01,west
1924,"$1,755.00",2019-06-02,north
1925,"$1,707.00",2019-06-02,south
1926,"$1,557.00",2019-06-02,east
1927,"$1,644.00",2019-06-02,west
1928,"$1,719.00",2019-06-03,north
1929,"$1,680.00",2019-06-03,south
1930,"$1,581.00",2019-06-03,east
1931,"$1,749.00",2019-06-03,west
1932,"$1,602.00",2019-06-04,north
1933,"$1,704.00",2019-06-04,south
1934,"$1,602.00",2019-06-04,east
1935,"$1,554.00",2019-06-04,west
1936,"$1,632.00",2019-06-05,north
1937,"$1,560.00",2019-06-05,south
1938,"$1,647.00",2019-06-05,east
1939,"$1,560.00",2019-06-05,west
1940,"$1,662.00",2019-06-06,north
1941,"$1,545.00",2019-06-06,south
1942,"$1,614.00",2019-06-06,east
1943,"$1,746.00",2019-06-06,west
1944,"$1,713.00",2019-06-07,north
1945,"$1,668.00",2019-06-07,south
1946,"$1,503.00",2019-06-07,east
1947,"$1,758.00",2019-06-07,west
1948,"$1,656.00",2019-06-08,north
1949,"$1,560.00",2019-06-08,south
1950,"$1,710.00",2019-06-08,east
1951,"$1,677.00",2019-06-08,west
1952,"$1,782.00",2019-06-09,north
1953,"$1,665.00",2019-06-09,south
1954,"$1,782.00",2019-06-09,east
1955,"$1,797.00",2019-06-09,west
1956,"$1,698.00",2019-06-10,north
1957,"$1,689.00",2019-06-10,south
1958,"$1,623.00",2019-06-10,east
1959,"$1,767.00",2019-06-10,west
1960,"$1,635.00",2019-06-11,north
1961,"$1,563.00",2019-06-11,south
1962,"$1,785.00",2019-06-11,east
1963,"$1,521.00",2019-06-11,west
1964,"$1,728.00",2019-06-12,north
1965,"$1,515.00",2019-06-12,south
1966,"$1,548.00",2019-06-12,east
1967,"$1,677.00",2019-06-12,west
1968,"$1,587.00",2019-06-13,north
1969,"$1,719.00",2019-06-13,south
1970,"$1,587.00",2019-06-13,east
1971,"$1,773.00",2019-06-13,west
1972,"$1,557.00",2019-06-14,north
1973,"$1,680.00",2019-06-14,south
1974,"$1,773.00",2019-06-14,east
1975,"$1,509.00",2019-06-14,west
1976,"$1,602.00",2019-06-15,north
1977,"$1,794.00",2019-06-15,south
1978,"$1,764.00",2019-06-15,east
1979,"$1,785.00",2019-06-15,west
1980,"$1,662.00",2019-06-16,north
1981,"$1,563.00",2019-06-16,south
1982,"$1,671.00",2019-06-16,east
1983,"$1,533.00",2019-06-16,west
1984,"$1,587.00",2019-06-17,north
1985,"$1,512.00",2019-06-17,south
1986,"$1,536.00",2019-06-17,east
1987,"$1,566.00",2019-06-17,west
1988,"$1,767.00",2019-06-18,north
1989,"$1,614.00",2019-06-18,south
1990,"$1,776.00",2019-06-18,east
1991,"$1,728.00",2019-06-18,west
1992,"$1,614.00",2019-06-19,north
1993,"$1,572.00",2019-06-19,south
1994,"$1,614.00",2019-06-19,east
1995,"$1,734.00",2019-06-19,west
1996,"$1,566.00",2019-06-20,north
1997,"$1,632.00",2019-06-20,south
1998,"$1,785.00",2019-06-20,east
1999,"$1,770.00",2019-06-20,west
2000,"$1,725.00",2019-06-21,north
2001,"$1,542.00",2019-06-21,south
2002,"$1,677.00",2019-06-21,east
2003,"$1,533.00",2019-06-21,west
2004,"$1,578.00",2019-06-22,north
2005,"$1,713.00",2019-06-22,south
2006,"$1,776.00",2019-06-22,east
2007,"$1,515.00",2019-06-22,west
2008,"$1,587.00",2019-06-23,north
2009,"$1,770.00",2019-06-23,south
2010,"$1,773.00",2019-06-23,east
2011,"$1,671.00",2019-06-23,west
2012,"$1,704.00",2019-06-24,north
2013,"$1,545.00",2019-06-24,south
2014,"$1,671.00",2019-06-24,east
2015,"$1,800.00",2019-06-24,west
2016,"$1,611.00",2019-06-25,north
2017,"$1,797.00",2019-06-25,south
2018,"$1,623.00",2019-06-25,east
2019,"$1,776.00",2019-06-25,west
2020,"$1,677.00",2019-06-26,north
2021,"$1,800.00",2019-06-26,south
2022,"$1,794.00",2019-06-26,east
2023,"$1,686.00",2019-06-26,west
2024,"$1,671.00",2019-06-27,north
2025,"$1,635.00",2019-06-27,south
2026,"$1,740.00",2019-06-27,east
2027,"$1,671.00",2019-06-27,west
2028,"$1,671.00",2019-06-28,north
2029,"$1,770.00",2019-06-28,south
2030,"$1,773.00",2019-06-28,east
2031,"$1,581.00",2019-06-28,west
2032,"$1,533.00",2019-06-29,north
2033,"$1,650.00",2019-06-29,south
2034,"$1,536.00",2019-06-29,east
2035,"$1,548.00",2019-06-29,west
2036,"$1,785.00",2019-06-30,north
2037,"$1,614.00",2019-06-30,south
2038,"$1,569.00",2019-06-30,east
2039,"$1,800.00",2019-06-30,west
2040,"$1,644.00",2019-07-01,north
2041,"$1,659.00",2019-07-01,south
2042,"$1,659.00",2019-07-01,east
2043,"$1,644.00",2019-07-01,west
2044,"$1,656.00",2019-07-02,north
2045,"$1,566.00",2019-07-02,south
2046,"$1,686.00",2019-07-02,east
2047,"$1,677.00",2019-07-02,west
2048,"$1,770.00",2019-07-03,north
2049,"$1,689.00",2019-07-03,south
2050,"$1,704.00",2019-07-03,east
2051,"$1,800.00",2019-07-03,west
2052,"$1,782.00",2019-07-04,north
2053,"$1,746.00",2019-07-04,south
2054,"$1,527.00",2019-07-04,east
2055,"$1,581.00",2019-07-04,west
2056,"$1,518.00",2019-07-05,north
2057,"$1,554.00",2019-07-05,south
2058,"$1,548.00",2019-07-05,east
2059,"$1,533.00",2019-07-05,west
2060,"$1,791.00",2019-07-06,north
2061,"$1,578.00",2019-07-06,south
2062,"$1,779.00",2019-07-06,east
2063,"$1,704.00",2019-07-06,west
2064,"$1,587.00",2019-07-07,north
2065,"$1,593.00",2019-07-07,south
2066,"$1,644.00",2019-07-07,east
2067,"$1,680.00",2019-07-07,west
2068,"$1,614.00",2019-07-08,north
2069,"$1,704.00",2019-07-08,south
2070,"$1,797.00",2019-07-08,east
2071,"$1,770.00",2019-07-08,west
2072,"$1,605.00",2019-07-09,north
2073,"$1,686.00",2019-07-09,south
2074,"$1,794.00",2019-07-09,east
2075,"$1,713.00",2019-07-09,west
2076,"$1,755.00",2019-07-10,north
2077,"$1,500.00",2019-07-10,south
2078,"$1,632.00",2019-07-10,east
2079,"$1,800.00",2019-07-10,west
2080,"$1,800.00",2019-07-11,north
2081,"$1,650.00",2019-07-11,south
2082,"$1,704.00",2019-07-11,east
2083,"$1,590.00",2019-07-11,west
2084,"$1,779.00",2019-07-12,north
2085,"$1,554.00",2019-07-12,south
2086,"$1,635.00",2019-07-12,east
2087,"$1,608.00",2019-07-12,west
2088,"$1,791.00",2019-07-13,north
2089,"$1,779.00",2019-07-13,south
2090,"$1,527.00",2019-07-13,east
2091,"$1,689.00",2019-07-13,west
2092,"$1,782.00",2019-07-14,north
2093,"$1,662.00",2019-07-14,south
2094,"$1,620.00",2019-07-14,east
2095,"$1,692.00",2019-07-14,west
2096,"$1,551.00",2019-07-15,north
2097,"$1,620.00",2019-07-15,south
2098,"$1,725.00",2019-07-15,east
2099,"$1,602.00",2019-07-15,west
2100,"$1,518.00",2019-07-16,north
2101,"$1,761.00",2019-07-16,south
2102,"$1,539.00",2019-07-16,east
2103,"$1,614.00",2019-07-16,west
2104,"$1,548.00",2019-07-17,north
2105,"$1,551.00",2019-07-17,south
2106,"$1,722.00",2019-07-17,east
2107,"$1,662.00",2019-07-17,west
2108,"$1,509.00",2019-07-18,north
2109,"$1,773.00",2019-07-18,south
2110,"$1,767.00",2019-07-18,east
2111,"$1,581.00",2019-07-18,west
2112,"$1,626.00",2019-07-19,north
2113,"$1,734.00",2019-07-19,south
2114,"$1,761.00",2019-07-19,east
2115,"$1,659.00",2019-07-19,west
2116,"$1,638.00",2019-07-20,north
2117,"$1,539.00",2019-07-20,south
2118,"$1,782.00",2019-07-20,east
2119,"$1,728.00",2019-07-20,west
2120,"$1,746.00",2019-07-21,north
2121,"$1,536.00",2019-07-21,south
2122,"$1,719.00",2019-07-21,east
2123,"$1,773.00",2019-07-21,west
2124,"$1,611.00",2019-07-22,north
2125,"$1,665.00",2019-07-22,south
2126,"$1,506.00",2019-07-22,east
2127,"$1,746.00",2019-07-22,west
2128,"$1,770.00",2019-07-23,north
2129,"$1,734.00",2019-07-23,south
2130,"$1,707.00",2019-07-23,east
2131,"$1,620.00",2019-07-23,west
2132,"$1,569.00",2019-07-24,north
2133,"$1,656.00",2019-07-24,south
2134,"$1,617.00",2019-07-24,east
2135,"$1,638.00",2019-07-24,west
2136,"$1,701.00",2019-07-25,north
2137,"$1,713.00",2019-07-25,south
2138,"$1,557.00",2019-07-25,east
2139,"$1,725.00",2019-07-25,west
2140,"$1,605.00",2019-07-26,north
2141,"$1,770.00",2019-07-26,south
2142,"$1,557.00",2019-07-26,east
2143,"$1,755.00",2019-07-26,west
2144,"$1,737.00",2019-07-27,north
2145,"$1,785.00",2019-07-27,south
2146,"$1,545.00",2019-07-27,east
2147,"$1,560.00",2019-07-27,west
2148,"$1,509.00",2019-07-28,north
2149,"$1,761.00",2019-07-28,south
2150,"$1,551.00",2019-07-28,east
2151,"$1,683.00",2019-07-28,west
2152,"$1,644.00",2019-07-29,north
2153,"$1,608.00",2019-07-29,south
2154,"$1,719.00",2019-07-29,east
2155,"$1,794.00",2019-07-29,west
2156,"$1,764.00",2019-07-30,north
2157,"$1,512.00",2019-07-30,south
2158,"$1,701.00",2019-07-30,east
2159,"$1,797.00",2019-07-30,west
2160,"$1,734.00",2019-07-31,north
2161,"$1,791.00",2019-07-31,south
2162,"$1,761.00",2019-07-31,east
2163,"$1,587.00",2019-07-31,west
2164,"$1,596.00",2019-08-01,north
2165,"$1,542.00",2019-08-01,south
2166,"$1,710.00",2019-08-01,east
2167,"$1,701.00",2019-08-01,west
2168,"$1,647.00",2019-08-02,north
2169,"$1,524.00",2019-08-02,south
2170,"$1,782.00",2019-08-02,east
2171,"$1,716.00",2019-08-02,west
2172,"$1,752.00",2019-08-03,north
2173,"$1,686.00",2019-08-03,south
2174,"$1,764.00",2019-08-03,east
2175,"$1,755.00",2019-08-03,west
2176,"$1,578.00",2019-08-04,north
2177,"$1,539.00",2019-08-04,south
2178,"$1,743.00",2019-08-04,east
2179,"$1,596.00",2019-08-04,west
2180,"$1,506.00",2019-08-05,north
2181,"$1,527.00",2019-08-05,south
2182,"$1,626.00",2019-08-05,east
2183,"$1,530.00",2019-08-05,west
2184,"$1,521.00",2019-08-06,north
2185,"$1,713.00",2019-08-06,south
2186,"$1,761.00",2019-08-06,east
2187,"$1,557.00",2019-08-06,west
2188,"$1,584.00",2019-08-07,north
2189,"$1,764.00",2019-08-07,south
2190,"$1,623.00",2019-08-07,east
2191,"$1,776.00",2019-08-07,west
2192,"$1,749.00",2019-08-08,north
2193,"$1,707.00",2019-08-08,south
2194,"$1,629.00",2019-08-08,east
2195,"$1,773.00",2019-08-08,west
2196,"$1,758.00",2019-08-09,north
2197,"$1,671.00",2019-08-09,south
2198,"$1,659.00",2019-08-09,east
2199,"$1,641.00",2019-08-09,west
2200,"$1,596.00",2019-08-10,north
2201,"$1,626.00",2019-08-10,south
2202,"$1,557.00",2019-08-10,east
2203,"$1,695.00",2019-08-10,west
2204,"$1,659.00",2019-08-11,north
2205,"$1,680.00",2019-08-11,south
2206,"$1,683.00",2019-08-11,east
2207,"$1,692.00",2019-08-11,west
2208,"$1,569.00",2019-08-12,north
2209,"$1,740.00",2019-08-12,south
2210,"$1,650.00",2019-08-12,east
2211,"$1,569.00",2019-08-12,west
2212,"$1,701.00",2019-08-13,north
2213,"$1,677.00",2019-08-13,south
2214,"$1,533.00",2019-08-13,east
2215,"$1,587.00",2019-08-13,west
2216,"$1,713.00",2019-08-14,north
2217,"$1,611.00",2019-08-14,south
2218,"$1,524.00",2019-08-14,east
2219,"$1,725.00",2019-08-14,west
2220,"$1,761.00",2019-08-15,north
2221,"$1,569.00",2019-08-15,south
2222,"$1,668.00",2019-08-15,east
